	tweet_id	tweet_text
0	1253897609657319430	The exercise kicked off with the help of the area D O chief s ass chief s wazee wa mtaa and religious leaders helpi
1	1253897609690800128	See what you have caused
2	1253897609778999296	do you not realize that he klump is doing this on purpose He only cares about money not you your family or m
3	1253897609992798208	Fantastic to hear Dr Clifford frequently say that its a good question but no data yet on that Emphasizes that dat
4	1253897610307534851	
5	1253897610710016001	Not the Onion The Daily Trump Coronavirus Updates my God the RATINGS
6	1253897610735177728	Email your MP to help release WikiLeaks publisher Julian Assange from Belmarsh prison before coronavirus spreads
7	1253897610794065922	TechStuff UNDP and partner to launch a global innovation challenge to tackle COVID 19 U
8	1253897610936512513	Not only she is ridiculous she is dangerous because of the power she has with media amp democrats Bewildered how yo
9	1253897612161409024	Instead of tornado sirens can we play the Price Is Right fail music Saturday s at noon
10	1253897612165431296	Zarah Mae Gallego of the Bureau of said the convenience that comes with using the Virtual Store has
11	1253897612215808000	coronavirusinindia IsupportArnabGoswami IndiaFightsCorona IndiaFightsCoronavirus please stop fighting on religi
12	1253897612995883008	Dr Clifford says 14 days of continues declining in new cases to lift lock down is being considered in the US altho
13	1253897613876887552	did y all see this
14	1253897613931405312	Special edition The coronavirus crisis has created a historic shock for raw materials
15	1253897613985714177	An Award Winning Photographer Has Died Of The Coronavirus
16	1253897614937985025	rice1 Mid March the entire state was locked down I ve been teleworking since
17	1253897615160139778	When to cure
18	1253897615869046784	Dr Clifford says discussion section of non peer reviewed data on becomes the SOUND BYTE of the da
19	1253897616208867330	4 21 20 Robert F Kennedy Jr about Top scientist amp HIV AIDS
20	1253897616976420864	dc There is a scientific study on human respiratory tract by c
21	1253897617106329600	She looks like she s having a quick view of her whole life and trying to understand how she ended up sitting there
22	1253897617349713920	NEWS Aarogya Setu App Fastest Ever to Reach 50 Million Downloads Niti Aayog NITIAayog
23	1253897618046038017	Where did he get that information It was fro
24	1253897618427535360	Potential Wuhan Coronavirus Treatment Uses UV Light to Disinfect Lungs Who knew Not the media that is for sure
25	1253897618708590592	There has to be some point where people stop taking him seriously yes
26	1253897619316920321	SPAIN 107 year old woman Ana del Valle who beat the Spanish flu in 1918 has now also beaten a coronavirus infection
27	1253897620680060928	Coronavirus United States added six new symptoms associated with the virus
28	1253897620721823744	US Navy Recommends Reinstating Commander of Coronavirus Hit Aircraft Carrier USSTheodoreRoosevelt
29	1253897621745340416	UKRAINE COVID 19 CORONAVIRUS DISEASE TESTS
30	1253897622722666498	A volunteer ambulance crew in NYC answers the call during covid 19 crisis
31	1253897623574061063	Being gringo
32	1253897623947247617	WH Stop defending the stupidity
33	1253897624425504769	Number of reported coronavirus deaths in the U S has reached 50 000
34	1253897624752664576	Many front line workers still brave St Louis buses during coronavirus via
35	1253897625218060290	Trump TIME amp TIME AGAIN HAS PROVEN HIMSELF INCAPABLE OF HANDLING the Coronavirus crisis Now Trump Fresh off of tout
36	1253897625369182210	Philippines 27 coronavirus infections top 7 000 via
37	1253897625520259073	Intense family drama where they re all locked inside but really hate each other At first they blow up at each oth
38	1253897626891644928	I ve read many articles on this They certainly do The only reason they don t know how long is beca
39	1253897627210600449	Intense mini series or docudrama about the front line doctors and nurses combating Covid 19 Extra points if there
40	1253897629680857089	The American media is now the equivalent of that warning label on a toaster They have to warn idiots about the prez COVIDIOTS COVID19
41	1253897630859452417	In LosAngeles opens cooling centers in wake of heat wave coronavirus heatwave
42	1253897631329329154	Risky Business has a whole new meaning circa2020 CyberSecurity mobilesecurity phishing
43	1253897633741131776	Ya think
44	1253897634005299200	Siskind While in the real world US coronavirus cases Feb 24 53 cases Mar 24 52 976 cases Apr 24 890
45	1253897634479292416	That is my thought too Trump will pretend it was his idea amp try to get the navy vote The
46	1253897636077121541	Dr Birix looked at the floor blinking her eyes She should have stood blown a shattering blast through a ref s w
47	1253897636215689217	I don t understand There are those among us that want us to believe only 80 year old Ill people end up in hospital
48	1253897636974903296	Media erupt over Trump comments on disinfectant and sunlight to cure coronavirus Here s what he said FoxNews
49	1253897637323030529	I don t know how much I buy this but to even fathom this as possible because of the President s ignorance and care
50	1253897637377392640	Real infections upward of 1 5 mil Deaths strictly to covid19 south of 30k We will never know how many
51	1253897638279348224	Italy s COVID 19 Outbreak Started Much Earlier Than Previously Believed Study Shows Do
52	1253897638396731392	we all know Kenya is a british colony
53	1253897639109722112	Proud of my hospital
54	1253897640238108672	Revealed leader of group peddling bleach as coronavirus cure wrote to Trump this week
55	1253897641873805313	RT Patients with the respiratory disease COVID19 may begin to shed or excrete infectious SARS CoV 2 coronaviru
56	1253897643631226880	Yup The lady in the pantsuit wouldn t be suggesting you inject Lysol to get rid of coronavirus
57	1253897643815776262	Wicked truly corrupt and scary
58	1253897645803761664	Yes well mental illness strikes kings and A President What can we expect
59	1253897646206595072	I woke up to the news that Gombe has recorded 21 new coronavirus cases totaling about 30 cases in the space of jus
60	1253897646588211201	Thank you Michael Osterholm for helping us get thru this Coronavirus Listening to you is very helpful
61	1253897647175303168	get fucked asshole
62	1253897647573827584	Wisconsin Records Highest One Day Coronavirus Case Increase
63	1253897648123322370	No doubt pathological liar corrupt criminal donaldtrump is unfit to be president
64	1253897648127565824	Has done an appalling job No preparation planning late lockdown gave up containment let it moove through the po
65	1253897648181895168	She apologized
66	1253897648198877186	Honestly if people don t want to wear masks they should have the right not to This is unconstitutional and it is im
67	1253897648534413317	I keep coming back to this paragraph Since selenium is an essential cofactor for certain peroxidases and selen
68	1253897648618106881	Like World War I the war against COVID19 upends established order comments
69	1253897649985425409	Scene from the dystopian movie Soylent Green 1973 set in New York City in 2022 coronavirus
70	1253897650304438278	Initial trials of the Corona virus vaccine kicked off Let s hope it works
71	1253897652175077376	What goal do you think humanity is not focused enough on achieving staying inside to stop the spread of covid 19
72	1253897652271566849	This is egregiously dishonest even for PPP loans enable employers to keep workers on payroll even thoug
73	1253897653026463744	I really hope this is true narrator it isn t
74	1253897653223485441	Thank you to SAFE Team alumni Joey and Zoey and their forever family member for their support in
75	1253897653592547330	Beginning tonight online concerts from Arnhem Land
76	1253897654108643333	Loneliness amp socialisolation have been a concern for olderAdults long before COVID19 Socialdistancing brings
77	1253897654234484736	4 Europe News Coronavirus Has Sweden got its science right The strategy devised by scientists was to keep l
78	1253897655735984128	You know that s not what the idiot does
79	1253897655849062401	Pelosi Spreads Dangerous Misinformation Amid Coronavirus Pandemic The President is Asking People to Inject Lysol
80	1253897658613354496	All deaths whether identified or assumed to be covid are reported as Covid deaths NVSS March 24th
81	1253897659045359617	Coherent Plan YUP
82	1253897659246678016	April is truly the best month for cruising on cold lakes and rivers in Michigan White men across the state
83	1253897659452215299	Another butthole in this crisis COVID19 The First Person Has Been Charged With Hoarding And Price Gouging Medical
84	1253897659930292224	Seniors forced to isolate across California amid the coronavirus pandemic will have access to new state initiative
85	1253897660085358592	i think im done with my covid19 reporting on twitter tbh im back on my yass queen type shit
86	1253897660471209985	What will my death certificate say Bleach injection coronavirus or TRUMP I hope it says TRUMP
87	1253897661599698944	I can t believe how ignorant the Democrats are
88	1253897661708677120	Coronavirus freezing funding for space companies and more th CNBC News Noticia Bitcoin CryptoCurrency
89	1253897665135251456	workingclass survive off a one time Stimuluscheck that many haven t recieved and unemployment that they can t s
90	1253897667370979336	Cristina Cuomo s Wellness Regimen How the Rich Deal With COVID19
91	1253897668088086528	This is bullshit Fuck you
92	1253897668201496577	A college admissions consultant says students shouldn t write application essays on the coronavirus because ever
93	1253897668822261765	Scientists rubbish Donald Trump s claims Uv rays can kill coronavirus via
94	1253897668939546626	during the change of innings in the womens final in Vanuatu reposting a thread about Tropical Cyclone Harold
95	1253897669354950656	CroozefmNews A Kenyan truck driver who tested positive of coronavirus was yesterday intercepted at Kyanika border
96	1253897671045152768	Coronavirus India lockdown Day 32 updates Positive cases cross 24 000 death toll at 781
97	1253897671364018176	ji ji Plz look into this
98	1253897672383238145	Great Love you What a wonderful woman
99	1253897674140471296	Another Carole Baskin
100	1253897675092590594	No really Genius Nobody ever thought of that The nose is a point of entry for coronavirus I tho
101	1253897676384546816	Remember that conservative estimates show that 30 of those infected with Covid 19 show no symptoms but can ea
102	1253897677965844480	Literally minutes ago received call that a family member has passed while at home with family Tested negative for
103	1253897679400103936	The head of U S nuclear forces said Tuesday the coronavirus outbreak has had no impact on his ability to launch
104	1253897679584854016	Coward Couldn t handle the backlash from his idiotic statements yesterday And God knows he will never
105	1253897679739871232	See how WHO licked Chinese feet
106	1253897679756820480	Dr Erickson COVID 19 Briefing via
107	1253897680172068870	They did that back in the 1960 s and there were protests
108	1253897680360583168	Meet Violet the Robot That Can Kill Coronavirus Time
109	1253897680436080641	Yeah at this point I am a body attached to a sack of hair
110	1253897680574545920	and have partnered to make Healight UV technology that can eradicate virus
111	1253897680616673282	Interesting behind the scenes read on the covid map
112	1253897681002328064	Tough times
113	1253897682931920898	Injecting UV light as a disinfectant and then ABC reported something maybe you should go read Oh yes and
114	1253897683120652288	We have received several calls regarding questions about disinfectant use and COVID19 NOTE Under no circumstanc
115	1253897683548471297	HAPPY BIRTHDAY Josh turned 6 years old If he can t have a party with his friends because of coronavirus
116	1253897683959451650	The South s Handling Of Coronavirus Could Be A Macabre Game Of Whack A Mole
117	1253897684089479169	Man prayers for Scarface still one of my favorite rappers
118	1253897684802506753	Cowards all
119	1253897685884702722	Can t listen to this kid cough messes me up too much
120	1253897686727692288	Previous catastrophes took advantage of the city s resentment and rot AIDS like the new coronavirus thrived on
121	1253897688715800576	Unless you put something inside the system which kills it Kills MERS
122	1253897693056794626	Trump China debt led him to keep coronavirus secret in NOVEMBER 19 Look for the story from
123	1253897693711208448	Welcome relief But please continue social distancing StayAwareStaySafe IndiaFightsCorona
124	1253897693954551808	Cant undestand why american people listen to this man Trump suggesting to inject cleansing solution as cure for covid19
125	1253897694051020801	IBM is testing an opt in mobile app to track the location of its employees in India to help curb the spread of COVI
126	1253897695414177793	Top of the hill so much drama and direction of being melodramatic to kill liberty because of coronavirus Tell us journalists
127	1253897696013926400	Dang Coronavirus continues till September in India But not that bad afterall for lazyasses like me
128	1253897696294756357	Join and connect with to learn more about COVID19
129	1253897696546619394	The coronavirus has spread to all 50 states Regional patterns reveal the different challenges they face From The
130	1253897696814891009	hoes mad
131	1253897696999608321	Is there a work around being proposed Asking for millions of people in America
132	1253897697213333504	In that case why we have governing n regulatory bodies like AMFI etc if they cant protect common ma
133	1253897697674907650	They used to hide their policies and dislike of anyone who disagreed with them Now they re just open and honest ab
134	1253897698031341568	Class act Jon Thank you
135	1253897700992446467	Umm okay
136	1253897701218906112	U S accusation of China s slow response to COVID 19 is groundless FM spokesman
137	1253897701323751424	Greedy Covid19 be the karma police and arreet these men
138	1253897701428789249	Boom
139	1253897702011801601	Are you doing your part supportlocalrestaurants hometownhero coronavirus washyourhands stayhome
140	1253897702548451328	TrumpIsALaughingStock I have another question about this AYTU says light is introduced into upper respiratory t
141	1253897704381403136	If the swab does not go far enough into the sinus the test will give a false negative
142	1253897705493061632	The Coronavirus taskforce
143	1253897706344452096	Registered Nurse Threatens to Deny Trump Supporter Coronavirus Treatment via
144	1253897706348711938	Are tests required 4 ppl arriving from WB have passed 35 days of home quarantine amp have NO symptoms of covid19
145	1253897706931539968	India India suspends covid 19 antibody tests because have a doubt the reliability of the kits ordered from Ch
146	1253897707204182017	b It s true that UV can kill some pathogens on surfaces but you should read Trump s entire stat
147	1253897707430850566	One word CONTROL
148	1253897708290682880	congratulations I cried when you won I was so happy you did I bought your leopard wings print sweatsh
149	1253897708940726278	Revealed leader of group peddling bleach as coronavirus cure wrote to Trump this week
150	1253897710446489600	Nagaland man who tested positive for COVID 19 in Assam disowned by both states The New Indian Express
151	1253897710815461381	thanks but no thanks i don t want the coronavirus
152	1253897711226695681	Lagos reassures of commitment to end COVID 19
153	1253897712505884677	You are pathetic I would never trust you as a doctor You are an assclown Tell Clorox Lysol to c
154	1253897714120527874	Deaths in India reduced because number of accident cases and murders have gone down This says a lot about state of
155	1253897714183467009	A day after his bizarre strong light cure for coronavirus theory created a furore Trump says he was just being
156	1253897717614608386	Fuck trump
157	1253897718382104576	Panic buying again This is why govt has to be extremely careful with their announcements
158	1253897718763622400	It s the bias of President Trump against China that led to the disastrous coronavirus situation in the US He shoul
159	1253897719523020800	I assume infected COVID 19 already in past 2 month ago These period had been very very sick
160	1253897719682412545	Insightful thread
161	1253897721070534657	Our federal government s response has been inadequate Compare S Korea and US We are
162	1253897721997647872	Covid 19 Arrived in Seattle Where It Went From There Stunned the Scientists COVID19genetics
163	1253897722089766913	You honestly could not make this up
164	1253897722442199041	Nysc Director s General Message to our core members staysafe COVID19 level4lockdown ramadankareem COVID
165	1253897723637428225	Any free bleach
166	1253897726019792897	Perfect depiction of daily idiocy TrumpIsALaughingStock
167	1253897726376341504	I think he s the lost son of Rosario Murillo They both have despicable and sour souls
168	1253897727450116096	Federal Territory landmarks will turn blue as a tribute to COVID 19 frontliners Thank you for keeping us safe Ou
169	1253897729677246464	Hey just shoot yourself in the head to get over covid said t And his followers did I was just being sarcasti
170	1253897730117812224	Nigeria is not yet at its Coronavirus peak yet we still have a number of weeks to go NCDC DG Chikwe Ihekweazu
171	1253897730130247682	First responders line Outer Drive to honor family of 5 year old COVID 19 victim Skylar Herbert reports
172	1253897730365292544	putting our bravest best amp brightest at risk for his ego amp as a campaign stunt Unbelievable A
173	1253897730872627210	awful just awful
174	1253897731065577472	Not good
175	1253897732588277761	COVID19 showed up As the cases are increasing by the day the least we can do is adhere to instructions Wash your
176	1253897734077075456	Coronavirus Mumbai s Dharavi A COVID 19 Hotspot Reports Sharp Drop In New Cases
177	1253897735180148736	In contrast to these states Connecticut and Massachusetts designated certain facilities for Covid 19 patients alon
178	1253897735280918529	Brace yourselves and don t be surprised if Marvel s DisneyPlus shows like WandaVision and Loki eventually get de
179	1253897735649943552	Once again a Wana be tuff guy celebrity that needs a good ol ass whoopin from a peasent
180	1253897736103002117	Tell me again about how Covid19 proves population density is bad
181	1253897736660762626	Techno Tyranny How The US National Security State Is Using COVID 19 To via
182	1253897737851961344	A different perspective a must read if fear has gripped your decision making
183	1253897738015477760	Coronavirus Is A Common Cold UNDENIABLE PROOF WAKE UP via
184	1253897738653065216	Good to see there are such incredibly decent and forgiving people in the world What an incredible man
185	1253897739139723264	karin Covid 19 is not putting any strain on the health system yet So Alcohol will form pa
186	1253897739911348224	When frozen meat should be giving the WhiteHouseBriefing on the coronavirus in America
187	1253897740003577857	For next woman leader A political leader must have abundant political experience When we re in
188	1253897742415347712	Yes we will prepare for November and vote him out We need to post this and remind those who do forget how he made
189	1253897743115976704	Suddenly Singapore s Coronavirus Cases Skyrocketed Poor conditions for migrant workers to blame via
190	1253897743463931905	brenda He got up in front of Americans and told us what projects he ha
191	1253897743799586816	Give me a break You have blood on your hands
192	1253897744579792896	Coronavirus in Illinois updates Officials report 2 724 new known COVID 19 cases in the biggest daily increase to d
193	1253897744592273408	Coronavirus in India Number of corona patients crossed 24 thousand in the country 775 deaths so far Ampinity Ne
194	1253897745171124224	These two reports indicate that SILENT HYPOXIA is a leading contributor to COVID death and that pulse
195	1253897745439522817	Mince words with Democrat State leadership responsible for producing the GDP necessary to keep the Good Ship Lolly
196	1253897745569480704	Does anyone have research on how much an hospital stay will cost most people from mild to severe I think those num
197	1253897746773409793	All stories we hear about humanity are from regular people who don t make much billionaires want to open the busi
198	1253897746903269376	Nice reimagining of a nightmare COVID19 USpolitics
199	1253897748849590273	I m sorry WHAT THE FUCK
200	1253897750732832769	Islam s holiest sites emptied by coronavirus crisis as Ramadan begins jakpost
201	1253897751584215040	Dr Fauci Concedes the Coronavirus Mortality Rate May Be Much Closer to a Very Bad Flu
202	1253897752888643586	No more hair sniffing bc of COVID19 no says
203	1253897753203281927	In addition to that they are the essential workers doing deliveries maintenance services supermark
204	1253897753748520961	Twitter allows Trump COVID 19 disinfectant videos blocks InjectDisinfectant jakpost
205	1253897755371737095	DoNotDrinkBleach Do not inject it Do not bathe in it Do not gargle with it DO NOT USE IT ON HUMANS It s poisono
206	1253897755426160641	US bishop We must halt development of any coronavirus vaccine derived from aborted babies News LifeSite
207	1253897755577085953	SBS Language This asylum seeker went from a detention centre to working on Australia s coronavirus frontline
208	1253897755598168064	Death toll due to COVID 19 rises to 775 cases climb to 24 506 in India Union Health Ministry
209	1253897755732434945	SBS Language This asylum seeker went from a detention centre to working on Australia s coronavirus frontline
210	1253897755841290242	And to counter your statement which is backed by no evidence
211	1253897756067971073	Bill Gates On Changing Behaviors To Fight Covid 19 The Last Word MSNBC
212	1253897756206198787	What a pathetic little man
213	1253897756315435008	Corpus Christi native traveling nurse dies from COVID 19
214	1253897756688736256	Santini Group donates 10 000 bottles of water to COVID 19 emergency hospital jakpost
215	1253897761973571584	is a maniac
216	1253897762074214401	1970 in 50 years we ll have flying cars 2020
217	1253897762912993286	Wife of CNN host Chris Cuomo is mocked for saying she BATHED in Clorox to treat coronavirus not my first choice f
218	1253897764087398400	Did he really Even though it was completely stupid there must have been people who believed it This guy is simp
219	1253897764271947776	Did I miss some news on nicotine and coronavirus
220	1253897765245026305	Democrats Schumer Cardin and Brown ask SBA to investigate report that loan program favored the wealthy
221	1253897765534523396	sammy I don t think Coronavirus started in China with bats I think it started at chucky cheese t
222	1253897766109097984	the country have 3 major problems 1 covid 19 2 hunger virus 3 stealing virus because of hunger
223	1253897766163677184	I just seen a grown man eat a bowl of Frosted Flakes with a fork damn this covid19 really effecting everyone differently
224	1253897767128313858	AOC Takes Brave Lonely Stand Against Unconscionable Covid 19 Relief Package That Doesn t Sufficiently Help Those
225	1253897767350530048	Breaking News Nothing has changed
226	1253897768214593537	An older piece but the first paragraph brain teaser is a great way t
227	1253897768365678592	This is hilarious Check out the comments irony
228	1253897768579534848	I d recommend Cuomo do some reading about Milan s Pio Albergo Trivulzio nursing home
229	1253897769166819328	We are all respect govt G O but govt has not announced enough relief fund kindly save poor people life
230	1253897769460219905	Chilling on the stoop getting some coronavirus air
231	1253897770471165954	Nice
232	1253897770592686080	sabanaqvi will you not justify this What s your excuses to justify this now
233	1253897770798178304	This is unreal
234	1253897770831921157	What a time to be alive whole nations are reminded not to ingest bleach and sanitizers like they are 5 year olds
235	1253897771196616705	Who Started this take it yourself crap and now the Misdirection as usual Dumb0crats Blame Trump for mis disinfo
236	1253897771637243912	CBD THC marijuana COVID 19 Restrictions Sparking a Run on Cannabis Stores By Bruce Barcott and David Downs Vi
237	1253897771796631552	20200423 CBC A month into COVID 19 crisis city officials say lockdown measures saved lives 222 deaths recorde
238	1253897772165730304	So there is one good thing coming from all of this COVID19
239	1253897773189136385	There have been 515 confirmed cases of COVID19 in Bahrain up to this moment of which 4 people died 0 today Th
240	1253897773847642113	Saturday s front page A violent epidemic in nursing homes coronavirus
241	1253897773914583041	Promising coronavirus HIV drug with high hopes has no effect on patients
242	1253897773943939072	The scientists are studying if this could allow the virus to advance longer distances resulting in more number of
