	tweet_id	date	time
0	1273043785753083904	2020-06-17	00:04:25
1	1273043785929363458	2020-06-17	00:04:25
2	1273043786038423553	2020-06-17	00:04:25
3	1273043786797592578	2020-06-17	00:04:25
4	1273043787942592515	2020-06-17	00:04:25
5	1273043788164988933	2020-06-17	00:04:25
6	1273043788680908800	2020-06-17	00:04:25
7	1273043789070942208	2020-06-17	00:04:25
8	1273043789557436418	2020-06-17	00:04:26
9	1273043790085963776	2020-06-17	00:04:26
