	tweet_id	tweet_text
0	1260058269885755392	Thanks for stating the obvious
1	1260058270397579271	Daily Psalm Day 34 Full Video christian Christ Jesus Yeshua Bible God gospel
2	1260058270959632385	ClimateChange Record global carbon dioxide concentrations despite COVID 19 crisis These results may come as a su
3	1260058273421520896	Nurses die due to the lack of PPE s while Trump invests in making more bullits to kill than investing in health amp edu
4	1260058273933168640	That damn virus is doing everything it can to make the POTUS look bad I think we should Lock It Up
5	1260058274319273985	Why doesn t someone with a SPINE ask Fauci why amp dropped the WhistleBlower complain
6	1260058274402930688	The same day his press secretary tested positive for COVID 19 Vice President Mike Pence traveled to Iowa without a
7	1260058274520424449	The United States reports at least 17 597 new coronavirus cases and 1 154 deaths The US now records at least 1
8	1260058275006910464	Train services resumes in select routes today Indianrailways Newdelhi Agartala Howrah Ahmedabad
9	1260058275665588224	The way Masks r used by public itself is super hazardous Almost everyone Keeps touching front portion of it Us
10	1260058275904499713	Same Apple that kept only their China store open during COVID19 I wonder how fast apple will be replaced by a l
11	1260058277355741184	Street kids causing problems Duterte Slaughter them Peasants talking back Duterte Shoot them Covid 19 ra
12	1260058281206116352	wild
13	1260058282384900097	Noooooo please no
14	1260058282846085120	date I receive this from you is March 7th When will I get my money I ve lost my job due to coronavirus so
15	1260058282858876930	I m wearing a pair of BLDWN jeans as I type this They are some of my favs Contemporary Fashion Brand BLDWN
16	1260058283299221504	Covid19 RollingStones I COME FROM CANADA THE AGENTS OFFERS
17	1260058284423348224	Twitter introducing new labels for tweets with misleading COVID 19 information direct
18	1260058284536459264	xiaomi lockdown phone xiaomiredminote9pro redminote8pro covid 19 coronavirus 3 Best Smart
19	1260058284913905664	should do America a favor and STFU
20	1260058285677449216	COVID19Outbreak 47 new COVID 19 cases reported in Rajasthan Total number of cases in the state rises to 4 035
21	1260058286243667968	Covid 19 finna be like don t call it a comeback I ll be here for years
22	1260058289615843329	The scramble for the rapid coronavirus tests everybody wants
23	1260058290257608708	The scramble for the rapid coronavirus tests everybody wants
24	1260058290387447809	Presidential Spokesman Harry Roque about to speak on coronavirus task force decisions about post May 15 quarantine
25	1260058290517471233	Hope Pray CoronavirusPandemic coronavirus JinaVirus
26	1260058290588917761	This needs to be said The reason why the lowest incomes are disproportionately affected by COVID19 is the very re
27	1260058291369054208	5 11 COVID 19 Update Unemployment Update Rental Assistance Veterans Benefits
28	1260058293201825795	Coronavirus Live News and Updates The New York Times
29	1260058293604454401	WE ARE HIRING DOH needs more people to help out in our battle against COVID 19 Visit this link for more informati
30	1260058294443405312	EconomicCrisis worldeconomy EconomicHistory coronavirus nitiaayog WorldBank IMF Terbulent time ahead 12
31	1260058294590279681	Kroger CEO Rodney McMullen takes money from his heroes Most billionaires won t pry loose a penny to help anyone
32	1260058294737006593	Lockdown4 coronavirus CURRENT MOOD
33	1260058294812540930	Germany s confirmed coronavirus cases rise by 933 to 170 508 RKI
34	1260058295030743040	invisible crime like invisible virus but Obama did it something or other Obama did made Coronaviru
35	1260058295655636992	Who s counting now friends friendship lifehacks covid19 stayhealthy remedy stayhome bffs bff
36	1260058296678887425	Took this photo in Oakland streetphotography COVID19 photography Viral natgeoyourshot
37	1260058296771362817	When it comes to Coronavirus has done enough thanks
38	1260058296884457473	Coronavirus UNO OC among 11 infected in Netrakona
39	1260058298243379200	How coronavirus attacks the entire body damaging the brain kidneys and more via
40	1260058298583183362	Covid 19 has shown the dangers of densely packed areas Plz rebuild such localities with proper infra by safely reh
41	1260058298893717504	Right NOW Every nursing home needs to test their staff and the residents In that order Maddow 27 000 nursing
42	1260058300344938496	if tenacious d was president they would have beaten coronavirus by now with the power of rock
43	1260058300965666817	Mother Nature bats last
44	1260058301196353536	Yaushe ne Shiga reign Nasu
45	1260058301745823745	We are not even close to the tipping point the people herder in the Whitehouse and his loyalist is doing what crimi
46	1260058301812768770	But this seems to be the strategy for all districts 800 samples will be collected per month from 10 sentinel su
47	1260058302068776963	Pakistan coronavirus deaths rise to 706 cases top 32 000 as lockdown eases
