	tweet_id	tweet_text
0	1257882883122958336	2020 Year of the Covid19 Spring Sars CoV 2 Quarantine and Pandemic shit Covid Nurse Stuff Boba Ross s son Stev
1	1257882883450122241	The latest THE HACKSOCIETY DAYLY covid19
2	1257882883743797249	Why wasn t this shit for brains fake president asked how you set someone up to tell the truth
3	1257882883936489473	Washington Native American health center in Seattle asked for COVID19 supplies It got body bags instead
4	1257882885153062912	I think it s a little too soon myself with the virus going on It s actually just hitting us pretty hard so I don
5	1257882885648003073	Trump needs to visit a meatpacking factory
6	1257882885710897155	Australia listened to the experts on coronavirus It s time we heard them on climate change
7	1257882886356611078	India s COVID 19 tally jumps to 49 391 death toll at 1 694
8	1257882886432317442	Judicial Watch sues California s Newsom in push to stop coronavirus stimulus from going to illegal immigrants
9	1257882886545571841	The rise of VOD platforms might not be all sunshine and roses for the content supply industry
10	1257882886889508865	US military chief COVID 19 natural and not man made
11	1257882888684568578	Gloves are terrible at spreading disease especially COVID19 Your better off not wearing them and us
12	1257882888713822208	I m helping share the TaiwanModel for combating COVID19 and you can too
13	1257882889678618626	turns out with a quiet chest you can really hear the added sounds when they come to play
14	1257882889787752448	Obama s EPA Chief Speaks Out Trump s EPA Is Making Covid 19 More Deadly
15	1257882890081370112	China s coronavirus lies pile up
16	1257882890148343809	COVID 19 has gone viral President Stupid has suddenly become President Murder
17	1257882891318484992	Another 10000 tests done in Victoria in the last 24 hours Of the 17 new cases 13 are in hotel quarantine and the
18	1257882891926638592	See what a great guy then these people will tell Hindus are intolerant
19	1257882893231292416	5 12 presents a webinar on A Day in the Life of a Transit Planner three transit planners
20	1257882893260484609	Hope Rising
21	1257882893508116485	Celebrity chefs Gary Mehigan amp Matt Preston among those helping students in the region kick start their day during
22	1257882893977821184	Here is all you need to know about the coronavirus in 140 words TravelDotEarth TTOT
23	1257882894611120128	Thank you Victoria for doing amazing things during coronavirus We ve kept our distance and our cool But we can t
24	1257882894653063169	In France eating cheese is an act of patriotism cheese France covid19
25	1257882894690893824	Three Coronavirus patients discharged in Kano doctor dies from the disease
26	1257882894745337856	Your donations make our rescue possible We are extremely concerned because even during this COVID 19 crisis shelt
27	1257882895219220484	why are you like this
28	1257882895496220673	Covid 19 forces us to take linguistic diversity seriously Language on the Move
29	1257882895697444866	What s not registered when someone dies from COVID 19 is how they suffered what medical treatment they may have re
30	1257882895743664130	What if You Don t Want to Go Back to the Office
31	1257882896104292358	if Trump will not let Dr Fauci or any member of the coronavirus task testify then SUBPO
32	1257882896217620482	I m sure there r others also like veterinarians How about independent diagnostic centers that performs diagnostic
33	1257882896246980609	Many Chinese people accept the ideology that maintaining social stability is the most important public good the gov
34	1257882896314044416	Hey Fauci why dont you be a man with real integrity and be truthful about Covid19 the Wuha
35	1257882896699985920	Today is National Travel Advisory Day I would like to say thank you to all of our clients that help us stay in bu
36	1257882897173921793	How to cope with loneliness during social distancing tags delhi covid19 mentalhealthsupport coronavirus
37	1257882897631121409	Salon owner who refused to close sentenced to 7 days in jail
38	1257882897824002049	Researchers say the small flexible device can help them track small changes related to coughing breathing and bod
39	1257882897970630656	Anthony Fauci just crushed Donald Trump s theory on the origins of the coronavirus Auspol
40	1257882898046300160	discusses the devastating effects of COVID19 on cities Watch and learn what needs to be done to pre
41	1257882898822098944	Yes we are we all are I m not going out or to a movie for the rest of the year
42	1257882898952155136	Yes there a great system in place and anyone should get tested if they have a COVID 19 Symptom Stop the chain of
43	1257882899296256005	Thomas Carle NEW Deutsch amp English CoVid 19 Corona recognize the early symptoms
44	1257882899451277313	State aid Commission approves Belgian 250 million subordinated loan scheme to support start ups scale ups and S
45	1257882900059619329	Grab RDL 3100 XG for a high performance high speed small PMP PTP for use in latency sensitive transport Contact u
46	1257882900541759490	State aid Commission approves 5 2 billion Czech guarantee scheme for loans to large exporting companies affected
47	1257882900701360129	I seem to be COVID19 free so far but I almost certainly got an ear infection while never leaving my apartment or
48	1257882901380771845	05 06 04H COVID19 Coronavirus 3 663 824 2 207 293 257 277 1 199 254 1 217 839 600 284 139 625 477 930 1
49	1257882901842190338	Illinois Announces Phased Reopening And Its Largest Daily COVID 19 Death Toll
50	1257882902676639745	I fucking hate this bad movie we are being forced to live through
51	1257882902701862913	News Oz Plasma treatment is the next step for COVID 19 patients newsoz org auspol By Juliano Oliveira COVID 1
52	1257882902726979584	I m going live in one hour at s ReimagineTheFuture virtual summit where I ll be talking about the imp
53	1257882903280672770	State aid Commission approves 296 million Danish loan schemes to support start ups affected by coronavirus outbr
54	1257882903301611520	Respected What s the roadmap to save SMEs from COVID19 s onslaught Tax dates amp EMIs have b
55	1257882903377149952	This is a public health disaster that did not need to be
56	1257882903440232450	Why BCG Has an Optimistic Perspective on Automotive And You Should Too automotive oem supplier cloud
57	1257882903482109952	Why BCG Has an Optimistic Perspective on Automotive And You Should Too automotive oem supplier cloud
58	1257882905596084226	The COVID19 lockdown may also have an effect on cash availability and our elderly parents may not be very comfortab
59	1257882905709146112	State aid Commission approves 10 million Greek scheme to support companies in the floriculture sector affected b
60	1257882906036441088	after projecting 3000 deaths a day they think it s time to wind down the task force why cause they ve done such a
61	1257882906120290317	Look at this news article from The Daily Caller Trump To Families Affected By Coronavirus I Love You I Don t
62	1257882906778693632	Independence Doesn t the US Constitution appoint the President as the Head of Government amp Commander in Chief
63	1257882906837438464	Cruelty is the point
64	1257882906996989953	New Zealand reports one new coronavirus case after two consecutive days with no cases
65	1257882907017969664	New post Coronavirus live updates Global cases top 3 6 million Trump says more deaths inevitable has been publi
66	1257882907198226433	Coronavirus quickly spread around the world starting late last year new genetic analysis shows CNN
67	1257882907559038977	I really hate being associated with this level of stupid notallchristiansareinsane
68	1257882909135958016	200605 Jaehyun amp Doyoung Hope donation Relay Campaign a fundraising campaign for vulnerable groups struggling
69	1257882910071443460	Showboy sleep or what
70	1257882910893408256	A Desert Rose blooms After the drought comes the rain After winter spring After the social winter of covid19 W
71	1257882911031701504	So 1000 s more people will die of COVID 19 and only Ducey will know Charming
72	1257882911291977735	I figured that
73	1257882911359074304	Wearable wireless COVID 19 symptom tracker could help spot subtle signs of disease
74	1257882911623217154	Hey Mohan where do you think I am getting my Covid and Stupid 19 information from Not form your media or
75	1257882913636528129	Science Has No Clear Answers On The Coronavirus Face Masks Are No Exception FiveThirtyEight
76	1257882914169159681	Lets try gratitude today We thank God for another beautiful day despite the challenges BarakaZaMilele KOT
77	1257882915574288391	New post from Protecting Your Organization From Cyber Attacks While Implementing COVID 19
78	1257882915888865281	I can barely read this stuff it pisses me off so much
79	1257882916111159297	Don t be afraid to make a mistake we make mistakes every day It s what you learn from those mistakes that makes
80	1257882916450861056	That is true because pence will have to ask mother how he has to do the job
81	1257882917084098560	COVID 19 cluster source revealed
82	1257882917243465730	Dirk you don t read a lot do you COVID 19 is a real disease and is really killing
83	1257882917629358082	Migrants deported by U S make up more than 15 of Guatemala s coronavirus cases
84	1257882918715867137	No we would really suffer it you were involved in any way Just remember Benghazi Hillary Clinton Warns Ame
85	1257882918824734721	Coronavirus Prostate cancer men swap chemo for precision drugs lt lt lt CLICK
86	1257882919198093314	Employment prospects bleak for the corona class of 2020 Youth unemployment in Britain could rise by 600 000 this
87	1257882919906967552	well done sir
88	1257882920175521797	Exactly
89	1257882920561209351	Let us talk about cops who contracted COVID19 after dealing with COVIDIOTS
90	1257882921370816524	The Himalayan Times Shortage of laboratory materials imperils novel coronavirus testing
91	1257882922352328707	New post from Protecting Your Organization From Cyber Attacks While Implementing COVID 19
92	1257882923010633728	Big League Politics Facebook Calls Report on Dr Fauci Funding Wuhan Coronavirus Experiments Partly False Based
93	1257882923677569025	Public life resuming in South Korea amid the coronavirus pandemic Business Insider UK TodayUK WeekUK
94	1257882923753226240	It was that time the Martians took him
95	1257882924948439041	Trump says he was too busy with a lot of things to fight coronavirus Business Insider UK TodayUK WeekUK
96	1257882926676611072	oh nah
97	1257882926861053952	UK coronavirus death toll surpasses Italy now highest in Europe
98	1257882927666548738	A Native health center asked for COVID 19 medical supplies It got body bags instead via
99	1257882927859404800	New study that says US coronavirus is more aggressive and more contagious after mutation Local infectious diseas
100	1257882928274526210	It s not a contest
101	1257882928719319041	Corona virus havoc 49 391 patients infected with COVID 19 in the country 1694 people have died so far Ampinity
102	1257882929276977153	Seeing how the coronavirus is impacting men at higher rates people are suggesting letting women and children out fi
103	1257882929608433664	Wow but he is wearing goggles Will protect his eyes but not his life TrumpIsALoser TrumpDisinfectant COVID19
104	1257882930896007173	U S Attorney Bill Powell announces 58 008 award to address COVID 19 pandemic in Harrison County
105	1257882930929696768	True
106	1257882932137558016	We MUST test COVID19 COVID 19 ReOpenAmerica Quarantine StayAtHome StayHome WWG1WGA
107	1257882932204756992	Mike Pompeo doubles down on unproven theory that COVID 19 originated from a Chinese lab while leading scientists
108	1257882932514918403	Coronavirus update UK adviser resigns after making error of judgement during lockdown
109	1257882932540174336	Azerbaijan s Cabinet of Ministers talks reasons behind growing number of coronavirus cases
110	1257882933014212608	Let me prophesy here Under Covid 19 management protocols I dont see by elections soon They shall be postponed un
111	1257882933043630082	Remember one of those dipshits is president Masks4All COVID19
112	1257882934842884098	why those people who are willing to pay and want to get
113	1257882935849398273	Shameful that Babitz took medical advice from Trump
114	1257882935958568961	NEWS propublica coronavirus She Made Every Effort to Avoid COVID19 While Pregnant Not a Single Thing Went
115	1257882936147423232	Good morning frnd In a every morning goes to run 4 survive life in this time covid 19 every people survive 4his fa
116	1257882936453586944	Netflix s Coronavirus Explained Docuseries review Tells you everything there is to know without freaking you ou
117	1257882936470319104	Wearable wireless COVID 19 symptom tracker could help spot subtle signs of disease
118	1257882936545812482	Wearable wireless COVID 19 symptom tracker could help spot subtle signs of disease
119	1257882937007075328	Universities have gone from being a place of privilege to a competitive market What will they be after coronavirus
120	1257882938194251776	Wearable wireless COVID 19 symptom tracker could help spot subtle signs of disease
121	1257882940131942402	Ousted vaccine director files whistleblower complaint alleging coronavirus warnings were ignored
122	1257882940731617280	I strongly believe China must be punished by Global Nations for unleashing killer pandemic CoronaVirus on unsuspec
123	1257882940857450498	Donald Trump who left Washington for the first time in weeks defended winding down the White House coronavirus ta
124	1257882941713027077	The coal lobby is using Covid19 to push for huge corporate tax cuts but now more than ever we need our governments
125	1257882942048595970	When idiocy replaces reasoning and scientific thought in democracy the only thing
126	1257882942904258562	Online Food Ordering has changed now Find out more covid19 pandemic foodie
127	1257882943382417408	We are literally at the thoughts and prayer stage One caveat though the economy ain t going to r
128	1257882943755710464	And yet this pandemic has laid bare the corporate greed our leadership has at the expense of the institution s e
129	1257882944431104000	The Burly Man Top story Donald J Trump on Twitter Well run States should not be bailing out poorly run States
130	1257882945508925441	Coronavirus China fears global backlash similar to Tiananmen Square The New Daily
131	1257882945697673218	Pence would take over amp this ugly mess would continue Vote blue
132	1257882945886576640	Coronavirus hit Ruby Princess cruise ship crew partied after gt News Breaking News
133	1257882946528137216	Touching and powerful story via
134	1257882947778158592	Her business will grow
135	1257882947807596545	Coronavirus How lockdown has given us more time for life s simple pleasures
136	1257882948696592385	Explained Why are MSMEs worst hit The Indian Express For India s fastest development
137	1257882950110072837	THIS 25 MINUTE DOCUMENTARY EXPOSES THE WHOLE COVID 19 PLANDEMIC IT NAMES NAMES SHARE SHARE
138	1257882950521229312	Hunger Games with the Northern District the Western District Trump is Putin s foot so
139	1257882953259970560	Interesting
140	1257882953868328960	How can anyone have confidence in their leaders if this is what happens The GOP doesn t care about anyone even th
141	1257882954027720706	Coronavirus What s happening across the world correspondents report DW News
142	1257882954769985539	The state government has been slammed over the Cedar Meats COVID 19 outbreak which has been likened to Daniel And
143	1257882955025838081	Top E R Doctor Who Treated Virus Patients Dies by Suicide
144	1257882955579559936	Just like you asking for a bail out due to your mismanagement for years on the back of a pandemic Who was th
145	1257882958796554240	Both candidates have had a very interesting campaign as they had to deal with the coronavirus outbreak
146	1257882959199248384	If anyone ever doubted this all they have to do is look at how Democrat run states have acted since Coronavirus a
147	1257882961854124033	Why would they do this Because they don t feel aligned with the United States anymore thanks to Trump alienating a
148	1257882963057864704	OMG natural Selection in process guess no masks were available
149	1257882964420988928	This would be sad Maybe some stars who got their start there could subsidize for a year Eagles car
150	1257882965314424832	two reasons why coronavirus spreads 1 The population is too dense 2 The population is too dense
151	1257882966069403649	Drone technologies should be included in covid 19 fight as essential service india
152	1257882967361220609	Opening schools is NOT a good idea New Studies Add to Evidence that Children May Transmit the Corona virus
153	1257882967826972672	America has been taken over by the most depraved monsters in the world
154	1257882968925839361	Due to Covid19 Humectants Market Sucks But Will Recover Concludes
155	1257882970574249984	How even one American can vote for this subhuman is mind boggling
156	1257882971081711622	Important civil society initiative to China s Ministry of Commerce advocating responsible belt and road projects fo
157	1257882971584868353	LV 12 Family of Dead Crew Member Sues Cruise Over Virus Handling Time
158	1257882971782053888	Yeah Well apparently some people a majority think he would better on the economy than Joe and shoot me now he
159	1257882973296373762	The latest C News iowa coronavirus
160	1257882974101499905	Weird that I ve never seen Sleepy Joe do this Our prez America falling asl
161	1257882974458122240	I remember their reporting during Viet Nam the scenes amp words burned into my memory Covid1
162	1257882975632412673	We are looking to the WritingCommunity to send a 11 19 syl line about their COVID19 life to covidpoetry com
163	1257882977687699456	The place of healing isnt restricted to a place Every place is a place of healing
164	1257882977696190464	It s good news for the world Corona CoronavirusOutbreak
165	1257882977876561922	NCRI s Ali Safavi exposes Iran training Chinese Clerics and the dire situation in Iran with Covid19 YouTube If I
166	1257882979088715777	Found it An article that is in no way Covid 19 related
167	1257882979252047872	her wealth is inversely proportional to her knowledge or lack thereof tragic
168	1257882980531372032	You re a special kind of stupid You cannot be immune to something WHILE you still have
169	1257882981575864325	covid19 amgggg
170	1257882981722701825	While our Health care givers are in the frontline our Engineers show us the path that we will be leaders in times
171	1257882982028845056	For migrants and refugees like me the virus hasn t changed that much
172	1257882982670462977	Yet government officials are ordering US farmers to murder their livestock
173	1257882983610159106	How dare he promote a drug that keeps people from dying from the Wuhan Coronavirus
174	1257882984872652806	Maintaining a clean environment is now more important than ever At we use a HEPA rated filter in all of ou
175	1257882984893550593	Our mission is to improve public health outcomes in BC To do that we focus on more than COVID19 Our Addressing T
176	1257882985929588736	Nah don t do this to me corona
177	1257882985954775041	Who is Rick Bright The Coronavirus Whistle Blower Who Said The Trump Administration Steered Contracts to Cronies
178	1257882985988337664	Which could explain the higher death rate on the US East Coast
179	1257882986781069313	Disney Takes a Coronavirus Pandemic Hit and There s Worse to Come
180	1257882987053699073	Well those blue states gotta stop sending money to these red states Since you know that s where most of the ta
181	1257882987913449472	FREE TRIAL ACTIONABLE D
182	1257882988248887296	COVID19 StateWise Status CoronaVirusUpdateInIndia Coronavirusinindia
183	1257882988714405893	Anecdotally I ve never felt more mentally nimble despite the enormous mind warping stress The psychological pai
184	1257882988915953664	YES IS THE ANSWER bipinrawat alongside Modi made IndianArmedForces a Circus during COVID19 following Trump li
185	1257882990191030278	The latest edition of our COVID 19 Crisis Handbook is here This week we looked at the tech startups changing our
186	1257882991558180868	Top US health official Anthony Fauci will appear before a panel in the Republican controlled Senate next week to ex
187	1257882991721922560	Oh the joys of the Canadian healthcare system
188	1257882993592545282	Over 90 of participating organisations report having at least one initiative for employeewellbeing as businesses
189	1257882993659506689	qkw That s honestly what I m thinking But the little anxious paranoid voice in my says YOU HAVE COVID 19
190	1257882994833940481	One of America s Largest Drug Companies Just Issued a Timeline for a Wuhan Coronavirus Vaccine
191	1257882997023334400	Hahaha played so loud coronavirus covid trump 25thAmendmentNow COVIDIOT
192	1257882997216477185	India will remember Covid 19 as blessing in disguise says health minister
193	1257882997837135874	Circus
194	1257882997853949956	No stranger to the drug pricing game GILD now faces concerns about its Covid19 drug remdesivir
195	1257882998369931264	Pornhub producer LMAO
196	1257882998692892673	akku18 Where the hell is secularism
197	1257882998717980674	Whatever doctors are keeping her alive should be working on a cure for covid 19
198	1257882999242268672	We have extended the COVID 19 Workplace Impact Survey until the end of today All members are strongly urged to com
199	1257882999560912901	Anti vaccination leaders seize on coronavirus to push resistance to inoculation Washington Post
200	1257882999926001665	The patient I escalated to ITU on Good Friday with COVID 19 was discharged home yesterday Happy tears
201	1257883000152272898	UN warns coronavirus could cause global famines of biblical proportions TheHill
202	1257883000177602563	9 11 gt War on Terror COVID 19 gt War on BIOTerror
203	1257883000227930115	Key Quotes Journalists Safety on the Frontline of COVID19 ICFJ
204	1257883002354499584	Doctors in Russia Are Falling Out of Windows After Complaining About Coronavirus
205	1257883003214163968	Just a reminder the rest of the world is working together on developing a vaccine against covid19 and the US is
206	1257883004472623106	Cases 3 727 802 Represents 62 130 People R
207	1257883004489420801	Tanzania suspends laboratory head after president questions coronavirus tests
208	1257883004636221440	Sen Martha McSally We will hold China accountable for the COVID 19 crisis and bring US manufacturing home
209	1257883004850012160	Oh my GOD How many times do I have to explain this to pro life christians All the 70 000 Covid19 deaths in t
210	1257883004950720512	Putin in fact Says a lot about how authoritarians think and act
211	1257883006175522817	He is leaving us to our fates at the hands of this vicious virus
212	1257883006251020288	Take care of yourself now more than ever Reaching out for help is a positive step It s okay to not be okay
213	1257883007354130432	THIS 25 MINUTE DOCUMENTARY EXPOSES THE WHOLE COVID 19 PLANDEMIC IT NAMES NAMES SHARE
214	1257883007668510720	2020 coronavirus lockdown has seen people inculcating good habits Let s not forget this and make it a part of our
215	1257883007718789123	has been in office since President left the White House in Jan 2017 There
216	1257883007790256130	InternationalIslamicTradeFinance extends US 100M to Egypt to finance Wheat Sugar ITFC GASC covid19
217	1257883008029188099	And thank you Gov Ducey for your reversal of the extension Friday is going to be the start of a great
218	1257883008952160256	We Were Forced To Reschedule Our Wedding Due To The Coronavirus
219	1257883009732075520	Despicable and deplorable Why did lying become acceptable to Republicans
220	1257883010474655750	Businesses paid for for all risk insurance policies Insurers denied them coverage after Covid 19 forced them to cl
221	1257883011095441412	You already have blood on your hands now it s time to face the consequences
222	1257883011204423681	Yeah okayyy
223	1257883011326062592	NBCUniversal has become the latest media company to announce executive pay cuts as part of cost cutting measures to
224	1257883011347034120	We all know he didn t take it seriously we have the deaths to prove it NewYorkTough
225	1257883013402095616	Coronavirus White House plans to disband virus task force 480296
226	1257883014232588288	Reminds me of the movie Catch Me If You Can Gates is a Superintendent of schools this week
227	1257883014438109186	Interesting that the richest states economic powerhouses like New York and California are Democratic strongholds
228	1257883015100817408	What a kind story Irish Return an Old Favor Helping Native Americans Battling the Virus
229	1257883015428009984	Southern Queensland Rural Health SQRH is conducting a research study exploring attitudes and practices towards th
230	1257883015914622976	Talk of many ways to skin the cat LiquorBan
231	1257883016308895745	TrumpIsA DANGER ToAmerica TrumpIsANationalDisgrace TrumpDisinfectant Lysol Clorox
232	1257883016761876480	Harvard Law Prof Coronavirus Is an Excuse to Dump Free Speech Property Rights from Constitution via
233	1257883017923555331	At 09 16 AM Sensex is down 86 17 points or 0 27 at 31367 34 and Nifty down 22 30 points or 0 24 at 9183 30
234	1257883019202793473	They certainly won t be coming to the great COVID 19 factory in the US
235	1257883019702087680	Your daughter bless her is a fighter I was thankful to read she is recovering Thanks to you sharin
236	1257883021535072256	New study that says US coronavirus is more aggressive and more contagious after mutation Local infectious diseas
237	1257883022067527681	Biotech startup Biomoneta is using decontamination tech to prevent spread of coronavirus
238	1257883022394888192	COVID19 COVID 19 Trump admits US reopening will cost more lives but says it s time to look ahead I want to b
239	1257883022747209731	Nice
240	1257883023107817472	So you found four men to give comments but not one woman
241	1257883023330205698	You need to fire the unelected President Fouci and Scarf Lady Wake up already Just replace reaso
242	1257883023418114049	The biggest single day spike in COVID cases 3875 cases have been reported in the last 24 hours in India Covid19 CoronaVirus
243	1257883023569227776	Fantastic interview Nikola Dramatically taken out of proportion As mentioned hopefully we learn
244	1257883023879680002	I find it difficult to mention trump and president in the same statement Pathetic is much too good a word to descr
245	1257883024387080193	Coronavirus In Minnesota St Paul Barbershop Reopens Defying Stay At Home Order
246	1257883024709967874	COVID19 kept you away too long
247	1257883027562266624	May be to convert as hospital and accomodate Covid 19 patients
248	1257883028962992128	Housing should be a fundamental RIGHT for all
249	1257883029500055553	Just who pays the government s bills that record breaking deficit Trump is bankrupting the
250	1257883031441944577	limbaugh is a trump ass oops jackass
251	1257883032259833856	Kerala is a Communist State That s why they are beating COVID19
