	tweet_id	tweet_text
0	1247736729831792641	Two Covid 19 patients die in Pune district toll rises to 10
1	1247736730163138565	USSupremeCourtCorrupt Supreme Court s disturbing order to effectively disenfranchise thousands of Wisconsin voters
2	1247736730805026816	Sounds like someone wants the kill rate of COVID19 to be larger than it is Bill Gates wants everyone in the world
3	1247736733346775040	Grandpa what was the Covid 19 quarantine like Well
4	1247736733871079429	More reports that the drug supply chain might be feeling the slowdown caused by COVID 19 Kidnappings are still on
5	1247736737910030336	wishart Nah the amp thing makes sense Translated it is Coronavirus Aus Gov msg Stay hom
6	1247736738346340352	Yes it will Soon
7	1247736738828582915	The latest es aqui JORNAL Thanks to Ex Freitas ufsm covid19
8	1247736739206238208	Trump is one of the most inarticulate adults I ve heard He has the vocabulary of 3rd grader no offense He repea
9	1247736742314041348	Conversation with myself I hope flys get coronavirus Less than a second Oh Hell No
10	1247736743211577345	ON AIR Joss Stone Adding value to lives daily Talk to us on 0208 90 2121 HELLO CO UK
11	1247736745837223937	Di ko gets minsan if these are really made by DDS fake news peddlers or opposition trolls If its the latter can we
12	1247736746063695875	Staged chinaliedpeopledied WuhanVirus
13	1247736746323804164	twitter wins mark zucc can choke
14	1247736746558869504	Burlington County could triage patients to alternative sites during coronavirus surge via Flynx
15	1247736746856480768	Join us on Sparkling FM 92 3 on the call in programme Let s Talk Nigeria TODAY Wednesday 8th April 9am to 10am
16	1247736746940305408	Two hours later new skill acquired Origami Wolf StayHome covid19
17	1247736746944671745	Doctor Prescribing Hydroxychloroquine Says All of His Very Very Ill Patients with Coronavirus Became Symptom Fre
18	1247736747116703745	Florida Marco Rubio and Ron DeSantis failed you Republicans aren t good helping people just destroying the progr
19	1247736747234115584	This a poor demonstration of a graph I could draw this graph in a minute Let me draw some lines and give a arbit
20	1247736747376730112	I just saw a new SP who doesn t post face pics We both wore surgical masks the whole time It started out hot AF b
21	1247736749243039750	Modiji when u order JanataCurfew Bangplates 9PM9Min pple obey But why were u reluctant to order Communal h
22	1247736750119755777	Excellent thread here that addresses some of the more common and misguided narratives you ll hear on talk radio a
23	1247736750136590337	USA Real Sick Man of the World s COVID 19 numbers update Infected 398 809 Deaths 12
24	1247736750396432384	I want to thank everyone who are in the front line coronavirus
25	1247736751000621058	Yup I voted today amp I d crawl through a crowd of coughing Covid 19 positive people to vote in November
26	1247736751109488641	Top News Mexico is considering closing its borders to stop Americans bringing the coronavirus into its country as US case passes 2 000
27	1247736751138852864	NRL s western Sydney lockdown nrl coronavirus
28	1247736751197585408	As we should
29	1247736751302430722	Wuhan Virus No More US and China in Truce Over Coronavirus Pandemic
30	1247736754032930821	Wow I don t mean to be picky but is JK Rowling or Bill Gates going to save the actual planet The environment
31	1247736754083258375	In light of the COVID 19 situation we strongly encourage our customers to make payments online as precautionary me
32	1247736754213281794	Aggressive restrictions notably slow coronavirus in California tech hub
33	1247736754351689728	More than 30 000 Queenslanders would have died without restrictions Premier
34	1247736754368466945	Even people who don t drink alcohol should watch this video from Greg a k a a k a Internet Drinky Man
35	1247736755102584833	Hi if you don t think that racial oppression is intersecting with this pandemic rn you are wrong especially in a ci
36	1247736755375104002	Judge Andrew Napolitano Coronavirus fear lets government assault our freedom in violation of Constitution Fox Ne
37	1247736758344667137	Two strong messages for today Australians should continue to focus on ordinary health needs as well as
